Statement,Label
fact check rahul gandhi did not suggest replacing indian army with labourers at china border fact check article a didn t provide citizenship to pakistani muslims in kashmir,0
fact check delhi police didn t burn a broken down bus to instigate fact check delhi police didn t burn a broken down bus to instigate riots,0
fact check did jamiat ulema e hind write to sonia gandhi against fact check did jamiat ulema e hind write to sonia gandhi against supporting shiv sena,0
airports built over last years modi fact made operational fact check cr toilets built in last yrs v s cr toilets built during,0
fact check hindu khatre mein hai how the fake news ecosystem targets fact check hindu khatre mein hai how the fake news ecosystem targets minorities to create a fear,0
fact check an educational video from pakistan is edited and shared to fact check an educational video from pakistan is edited and shared to spread fear of child,0
fact check from fake video of communal violence to cattle slaughter ban notification fact check gory video of rohingya muslims slaughtering hindus selling their bodies is fake,0
foreign direct investment up govt true but not when compared to gdp fact check are unpaid dues to iran upa era subsidies and npas responsible for the petrol diesel,0
fact check this picture of water logging is not from delhi fact check every single village of india now has access to electricity the claim is away from the,0
social media shares wrong image of kathua rape accused yr old victim gets hate messages claims say kathua gang rape accused was taking exam cctv footage proves otherwise,0
pure utter rubbish says raghuram rajan about fake quote on pnb pure utter rubbish says raghuram rajan about fake quote on pnb scam,0
fact check picture of pride parade from kolkata goes viral as jnu protest against hindu culture fact check bhojpuri movie scene as riot scene to images of jesus on slippers in gujarat,0
fact check covid prescription from medanta gurugram goes viral with false claims false messages of doctor arrested for harvesting kidneys on pretext of covid positive go viral,0
truck crashing into a helicopter in brazil viral as punjab india fact check video of a truck crashing into a helicopter in brazil viral as punjab,0
fact check photos of vrindavan priest injured in personal dispute shared with false communal claims fact check murder of student in hyderabad shared with misleading communal claims,0
this too has not been said by me ratan tata calls out fake quote fact check no you are not being tracked by apple google s exposure notifications system,0
fact check boycott china t shirts caps not made in china fact check no china did not manufacture boycott china goods,0
fact check old video of nalanda hospital in bihar falsely linked with covid pandemic fact check video viral with claim of covid patients out in public places in pune,0
fact check old non functional nirbhaya helpline number shared as new fact check pib fact check erroneously debunks up stf advisory to uninstall chinese apps as,0
fact check no whatsapp has not introduced three ticks to indicate government surveillance against fact check viral whatsapp forward talking about covid medical kit required at home not issued by,0
fact check no google maps has not removed loc from indian map fact check no google did not remove loc from india s map,0
fact check fake quote of imran khan refusing to share corona vaccine goes viral fact check tweeple character assassinate safoora zargar spread fake rumours about her pregnancy,0
